shapeID_adm1,shapeName_adm1,shapeID_adm2,shapeName_adm2,intersection_ratio,shapeGroup
33880854B50677770066764,Khomas,8085530B21115279839445,Windhoek Rural,0.9999999999999997,NAM
63759600B97268694287734,Hà Nội	,81297802B23821385944469,Nam Tu Liem,0.9999999999999997,VNM
11528761B76244175997364,Saint Elizabeth,35162164B34799384969485,Bigwoods,0.9999999999999997,JAM
17685810B68217123081047,Kerman,26516999B20801630109762,Anbarabad,0.9999999999999997,IRN
26408823B27508642812365,Bié,91424787B32669130254170,Cunhinga,0.9999999999999997,AGO
63759600B97268694287734,Hà Nội	,81297802B92281690814663,Long Bien,0.9999999999999997,VNM
36821470B28205534186964,Bangkok,78962969B70795195201443,Huai Khwang,0.9999999999999997,THA
27540722B10144800929043,Analamanga,10022922B99940912082943,Antananarivo Avaradrano,0.9999999999999997,MDG
63759600B58815535609509,Lạng Sơn,81297802B21506651579478,Lang Son,0.9999999999999997,VNM
14279143B59026071325992,Dundgovi,93677404B78970568694360,Saintsagaan,0.9999999999999997,MNG
86453995B79808671966952,Khatlon Region,16282066B9795593157075,Vakhsh District,0.9999999999999997,TJK
11528761B68421227592850,Saint Ann,35162164B25865282512198,Parry Town,0.9999999999999997,JAM
11528761B47547507236574,Trelawny,35162164B52048270525554,Troy,0.9999999999999997,JAM
13205935B52637504718586,Kasserine,11933810B14631424416912,القصرين الجنوبية,0.9999999999999997,TUN
37992800B42158555562772,Prey Veng,14789045B38642504760800,Svay Antor,0.9999999999999997,KHM
16772668B23006646393275,Aktobe Region,9891525B37446052654763,Temirskiy,0.9999999999999997,KAZ
11528761B66153365875645,Saint Thomas,35162164B35335348273773,Arcadia,0.9999999999999997,JAM
11528761B68421227592850,Saint Ann,35162164B26182668769136,Epworth,0.9999999999999997,JAM
27363107B35306436132920,Manica,85939544B35135302322965,Cidade De Chimoio,0.9999999999999997,MOZ
36957248B75876472342648,Mbeya,72390352B44769786141856,Mbozi,0.9999999999999997,TZA
36957248B12876867554617,Arusha,72390352B90906351205470,Arusha Urban,0.9999999999999997,TZA
20122684B4958046199272,Huánuco,86281439B77325652799034,Huanuco,0.9999999999999997,PER
6923714B61812757118010,Copperbelt,96606910B20946814397752,Kalulushi,0.9999999999999997,ZMB
27671186B51792679167430,Plateau,59680162B91711719497512,Jos South,0.9999999999999997,NGA
31783359B26227132251916,Champasak,54806243B60589909949594,Pakse,0.9999999999999997,LAO
90741666B36076314760085,Al-Basrah,34846034B27642135170661,Al-Basrah,0.9999999999999997,IRQ
87150794B24708462658640,Tillaberi,23599985B18642698649368,Ouallam,0.9999999999999997,NER
36957248B55328686942733,Kilimanjaro,72390352B76512132105243,Moshi Urban,0.9999999999999997,TZA
37992800B82526494497621,Battambang,14789045B38082760726943,Banan,0.9999999999999997,KHM
32016919B87039477224343,Kitui,3690345B15839480546324,Kitui Central,0.9999999999999997,KEN
28173009B25497318303482,Samara Oblast,50074027B58494309327601,Tolyatti,0.9999999999999997,RUS
14911670B72497658138655,Tocantins,56859067B7775262442491,Porto Nacional,0.9999999999999996,BRA
